Gene Symbol	KO1	KO2	KO3	KO4	KO5	WT1	WT2	WT3	WT4	WT5
Ptpn11	210.3	223.4	184.5	268.1	231.9	164.8	225.7	207.9	188	196.7
Chmp3	73.3	91.7	53.1	98.9	87.1	62.5	60.3	91.6	88.5	71.2
Hsp90b1	15134.4	16474	10053.8	17036.2	12933.9	10790.5	15286.6	16865.5	12778.1	10379.6
Coq5	51.7	64.5	42.1	55.8	48.2	35.4	48	63.1	47.5	42.7
Irgq	82.4	97.3	73.6	112.3	96	59.3	70.7	113.2	86.8	78.6
Cwc22	40.2	58.5	45.8	68.4	56.9	41.7	58.1	53.2	60.6	45.5
Pgm3	398.5	508.2	438.3	539.9	528.9	360.7	475.6	501.6	586.8	573.9
Hic2	164.3	196.7	141.9	173.4	167.2	110.8	136.7	193.5	151.2	148.5
ALB	124.4	105.4	100.6	297.9	128.7	80.8	101.8	197.6	122.7	109.9
Ssbp1	1952.3	1957.1	1515.3	2600.1	1809.8	1317.6	1813.8	2514.1	1648.9	1652.6
Hpx	2143.5	2282.8	1668.6	2526.6	1890.5	1606.5	2026.6	2415.4	2002.2	1481.4
Ethe1	1453.9	1689.7	1188	1756.9	1226.6	1117.1	1554.7	1931.9	1280.1	1232.7
Nup205	28	31.7	25.3	28.6	29.6	27.6	34.7	25	26.3	25.6
Cebpa	317.9	217.5	176.8	393.2	197.1	133.2	225.2	331.7	147.5	179.3
Commd9	356	412.7	320.6	496.5	405.1	257.7	337.8	448.5	347.8	382.5
Glrx	311.2	366.1	279	379.1	314.6	242.6	312.8	466.8	281	275.7
Nudt8	43.2	39.3	32.2	55	45	28.3	39.4	47.9	42.8	38.7
Gbp6	74.4	50.2	49.2	82.2	63.4	62.9	64.2	84.9	52.4	52.3
Enpp1	280.3	296.9	258	313.9	275.8	216.1	279.2	346.5	233.8	232.8
Tbl2	631.5	550.3	565.6	776.3	598.3	506.5	616.2	563.4	581.8	604.3
Aamdc	218.8	230.1	200.8	292.7	243.9	165.9	224.7	281.8	212.4	225.4
Ankrd46	64.6	68.5	48.7	76.5	64.6	38.7	55.9	83.3	60.2	55.4
Csrp3	620.8	776.7	665.2	867.5	886.7	528.6	589	789.9	671	730.8
Eif3g	637.5	681.1	543.4	741.1	649.8	456.9	572.6	693.3	609	631
Aftph	88.4	93.4	65.8	128.8	93	55.5	90.6	170.2	75.2	86.6
Rbmx	107.7	111.5	86.8	134.1	102.3	97.4	112.9	113.5	92.9	81.1
Taco1	470.3	463.5	370	590.3	452.1	302.7	458.1	532.6	328.7	416.1
Adrm1b	1122.6	1221.2	1015.2	1572.3	1357.4	925.9	1019.1	1286.5	1074.7	1280
Aldh1a3	51.6	56.2	36.6	65.7	55	42.3	47.8	57.4	38.5	50.6
Api5	1022.3	1125	888.9	1133.8	1003.5	716.9	892.6	1329.9	941.1	961.7
Dhx36	44.2	49.5	40.5	55.9	56.2	35.6	45	43.7	44	44
H1-2	2351.6	2246.8	1620.9	2798.2	1736.4	1650.5	1906.7	2286.3	1750.7	1993
Tmem199	63.1	70.7	57.5	86.8	82.9	51.6	75	70.2	58.8	63.7
Tomm6	170.8	142.4	117.7	207.6	122.4	107.2	138.5	177.1	115.9	108
Myo3b	141.3	134.4	110.1	157	120	90.2	129.7	166.4	111.8	130.9
Vps37c	61.9	64.8	54.2	87.6	70.9	44.7	50.4	72.9	58.1	55.1
Septin9	712.6	863.5	602.3	918.1	788.3	540.2	768.4	886.3	631.9	773.5
Ifi204	19	23.6	15.7	25	20.3	15.7	17.9	28.3	23.1	17.3
Ensa	87.5	85.7	67	104.8	87.5	66.8	87.7	79.1	76.2	87.4
Fus	699.1	734.1	434.4	715	671.1	531.1	680.9	763.3	390.7	423.5
Stard5	428.8	509.8	383.1	555.6	488.7	332.2	432	677	418.5	445.8
Snu13	269.8	281.5	208.3	331.1	210	195.2	280.8	353.6	237.8	199.1
Cfl1	4430.3	5589.6	3303.7	5742.9	4268.6	3491	4548.5	7208.5	4049.8	3813.2
Capns1	402.9	512.1	346	551.5	479.2	328.7	369.8	579.2	458.2	398.6
Phb1	5414.1	6127.4	4416.3	6762.3	5027.3	4234.8	5587.2	7322.8	4779.9	4227.3
Gopc	403.1	400.6	346.7	490.6	436.2	286.6	411	432.2	377.2	389.1
Zhx3	55.7	57	48.7	74.6	55.1	40.9	46.2	62.1	52.2	55.1
Pkp2	87.3	87.7	73.6	108.8	100.5	68.3	83.4	80	80.7	79.6
Atp5mc2	2538.4	2364.8	3505.8	3072	3214.1	1985.9	2868.2	2198.4	1913.1	3799.5
Ubqln1	744.9	890.8	642.2	937.7	857.4	586.7	739.5	1037.3	706.9	791.6
Usp10	559.7	590.7	506.1	685.8	660.7	429	575	536.6	546.2	600.1
Rpe	278.4	356.2	249.4	410.9	335.3	217.1	287.9	480	301.3	332
Igfbp4	279	327.3	222.2	363.9	275.9	216.8	264.7	327.2	264.9	247.4
Supt5h	166.2	176.4	152.1	201	174.6	128.8	165.7	185.3	159.9	160.1
Srsf3	755	781.1	737	832.6	697.5	481.6	859.2	1220.3	588.2	633.9
Clic4	1040.9	1244.1	862.4	1359.1	1096.8	783.3	1145.8	1484	895.2	961.7
Pafah1b2	136.1	167.3	92.3	166.1	155.1	106.7	127.8	198.3	132.3	102.5
Sts	102.6	114.1	83.8	134.1	91.3	81.2	110	114.5	83.6	77.3
Vasp	100.6	112.2	65.8	103.2	88.5	68.6	102.7	88.4	70.1	82.9
Kct2	233.1	224.4	160.6	262.8	198.8	136.5	183.7	263.8	190.2	182.6
Snrpd3	145.4	171.6	126.5	199.7	150.6	116.7	130.9	187.8	135.6	138.6
Hibadh	1777.7	1987.4	1379.3	2005.9	1366.2	1345.6	1679.9	2690.3	1516	1284.5
Hdlbp	7736	7105.3	6110.5	8232.3	7291.3	5418.3	7730.7	6692	6574	6234.8
Ptbp3	150.7	174	146.7	209.8	172.6	126.1	166.4	188.1	156	153.4
Vps28	214.1	255.4	186.2	272.4	238.7	168.1	220	317.9	215.2	197.5
Bnip1	906.9	960.9	761.4	1167.9	965.3	668.9	934.3	1158.5	837.1	816.7
Taf10	135	159.4	124.2	141.7	129.2	100	127	167.1	125.1	129.3
Ppp1r11	56.7	70.2	50.1	73.8	65.3	46.6	50	72	59.8	53.5
Ttll12	35.8	38.4	32.1	47.9	37.6	28.9	36.6	47.2	34.7	31.4
Spart	566.2	675.2	575.5	813.6	747.7	515.5	597.1	738.4	648	786.8
Tbc1d5	144.1	161.2	130.5	171.2	155.6	113.2	141.9	175	136.8	148.2
Gphn	1514.6	1638.6	1387.8	1836	1874	1208.8	1500.5	1681.2	1404.5	1546.7
Acin1	1647.5	1848.1	1338.1	2029.7	1675.5	1243.5	1738.6	2392.9	1535.3	1455.8
Rbp4	332.5	482.3	378	517.9	430.3	384.7	413	475.8	481.8	345.2
Adck1	45.8	59.2	36.1	73.2	50.8	39.3	46.6	58.2	50.2	44.7
Strn3	62.8	52.4	49.2	91.3	56	36	58.3	74.1	47	50.7
Itm2b	578.8	577.4	471.2	698.3	545.8	414.6	535.9	691.1	502.1	516.2
Rex1bd	870.6	939.7	721.2	1156.9	930.7	622.2	761.7	1177.6	808.5	839.8
Letm1	4028.6	4091	3316.2	5137.1	3883.4	2946.6	3856.1	4714.9	3636.7	3420.9
APOA1	5088.8	5170.3	4175.2	6410.6	5395.7	3049.6	5254.1	7180.9	3546.8	5058.9
Bcl2l13	984.3	918.5	790.7	1419.4	939	661.7	844.1	1225.2	862.2	847.9
Sf3b2	1993.8	2224.9	1656.1	2523.1	2244.3	1496.6	2102.1	3158.7	1813.6	1868.2
APOH	2158.9	1620.8	1355.7	2906.3	1380.2	1126.5	1606.8	1981.8	1498.4	1175.1
Eif5	2165.6	2881	1944.7	2780.1	2489	1593.1	2091.5	3152.5	2106.6	2210.5
Sorbs2	432.4	521.2	429.8	631	547.3	339.6	505.1	557.2	458.3	478.9
Mrpl43	480	442.3	360.4	577.3	407.4	322.9	438.4	536.1	352	368.8
Tln1	8630.6	9262.5	6530.3	10415.5	8381.4	6793.3	8205.9	9496.9	7519.5	7558.1
Cyp2d26	3057.5	4223.5	3982.1	3716.1	3766.8	3706.8	4154.2	3515	3460.7	3171
Plpbp	1666	1877.1	1548.1	2015.4	1956.7	1244.5	1815.8	2627.8	1596.4	1494.2
Apol9b	273.4	190	170.2	242.7	169.8	168.5	176.4	219	163.2	177
Cdh1	540.9	601.1	438.3	710.6	479.6	336.7	569.9	768.3	502.9	435.3
Ncoa2	97.7	93.7	71.4	126.2	104.3	79.8	93	104.3	99.5	87.2
Abcd1	201.3	150.3	141.1	230.4	208	126.2	150.9	228.6	176.4	167.6
Plin2	4990.3	5513.2	4148.7	6283.8	6032.9	3666.7	4881.7	6486.6	5741.8	4500.9
Aamp	66.2	64.9	41.5	73.6	50.6	50.3	61.4	84.5	52.2	46.6
Cd300lg	31.7	36.3	25.7	40	37.7	24.5	33.8	43.4	34.8	27.2
Vtn	210	221.1	146.5	225.7	190.6	131.3	184.8	219.6	181	168.1
Apoh	1142.2	1275.5	1022.2	1452.7	1126.9	918.6	1245.3	1366.5	1078.5	1041.5
Gchfr	36.2	48.3	33.9	44.9	37.5	28.5	38.3	42.4	37.3	30.6
Luc7l3	212.8	218.3	224.6	260.8	215.8	142.8	220	242.1	159.5	212.5
Dcaf8	214.4	182.7	173.6	232.1	214.4	153.3	206	192.3	186	187.7
Rabac1	255.5	282.2	247.4	320	249.1	182	270.6	375.3	240.2	228.8
Purb	238	268.2	185.8	308.5	231.1	167	218.6	288	221.4	213.8
Cog2	85.5	95	73.9	121.2	103.5	60.1	83.1	110.7	88.3	77.6
Phax	75.6	87.7	63.4	102.3	82.8	51.8	56.9	103.9	74.6	73.5
Sdc2	369.6	380.6	308.6	471.4	365.4	262.8	383.5	405.3	296.4	343.6
Myh2	238.2	256.9	180.9	386.7	215.4	126.6	243.2	324.7	176.2	257.7
Diaph1	685.1	788.3	627.4	895.3	825.2	568.5	704.9	795.2	678.7	726.2
	1235.1	1418.9	900.3	2045.8	1260.9	728.6	1497.6	2018.5	1077.7	1113.3
Ap3s1	20.2	22.5	16	24.6	28.5	15.9	17.9	28.2	17.9	21.7
Exoc7	130.3	157	111.8	169	146.1	108.7	119.3	154.8	119.9	126.2
Apon	34.8	26	23.7	43.7	26.2	21.4	23.4	46.4	32.2	18.1
Psma5	1618.2	1975.2	1275.1	2069.1	1735.6	1268.2	1747	2584.1	1598.2	1472
Pex19	1190.8	1243	1031.3	1540	1321.4	851.3	1026.1	1582.9	1109.1	1365.3
Crkl	184.7	201.7	147.9	240.7	209.3	135.1	185	236.9	172	184.6
Hp1bp3	1418.3	1316.5	1090.2	1554.3	1220.2	1136.2	1351.7	1183.6	1165.5	1090.5
Mrpl24	241.3	222.2	198.8	269.8	259.1	175.8	236.2	273.4	216.9	196.5
Tpi1	6971.5	9358.3	6450.2	9377.2	8468	5518.8	7639.4	12385.8	7190.3	6836.3
Mtx1	718	822.4	613.9	843.2	663.7	555.8	691.5	895	696.3	608.8
Gmfb	784.1	929.5	621.7	1017.9	794.3	582.7	740.4	1055.1	739.7	701.9
Carhsp1	961.2	1161.4	831.2	1302.4	1111.9	725.4	1003.9	1409.7	989.9	1118.5
Hcls1	164.2	103.2	79.8	156.4	95.4	103.8	92	124.3	86.9	84.5
Bche	250.4	257.8	250.1	322	271.5	202.6	272.1	276	247.7	264.7
Hnrnpa3	2445.3	2655.6	1828.9	2745.2	2166.4	1721.1	2512.2	3210	2087.2	1772
Arfgef1	353.2	381.9	331.8	475.2	428.9	307.7	393.8	378.1	355	365.8
Pals2	703.1	750.7	585.6	869.3	728.4	525.6	699.6	790.3	697.9	652.6
Dtnbp1	256.4	279.7	226.2	317.3	296	199.7	267.4	300.2	241.3	265
Ufm1	850.2	979	630.2	1054.5	899.2	651.1	841.8	1199.1	801.9	863.3
Serpinc1	1748.7	1852.8	1376.1	2398.8	1712.6	1244.4	1678	2305.4	1605.4	1516.5
Arfgef2	419.6	461.5	390.3	596.9	566.7	360.4	464.3	492	390.2	439.8
Bax	487.1	519.4	371.6	653.6	524	373.4	452.4	639.6	455.2	435.9
Ndufa13	967.3	1182.5	869.8	1343.9	942	762.6	1035.3	1471.2	945	806
Wdr44	86	91.5	61.4	130.5	101	67.9	67.7	112.9	86.7	69.6
Scpep1	1468.5	1508.3	1051.4	1606.6	1380.8	1078.4	1246.4	1674	1339.2	1108
Eml4	129	162.8	135.5	199.3	164.2	112.8	140.3	175	151.5	159.7
Irf3	269.5	317.5	230.4	360.3	323.9	222.9	333.1	316.9	271.2	283.9
Emc10	388.4	374.9	314	558.4	499.1	312.9	351.3	474.8	362.5	343.2
Chchd1	76.8	83.6	54	97.5	84.8	60.7	64	90.1	57.7	75.9
Gstt3	305.7	366.3	340.8	381.3	365.9	263.6	349.7	377.3	293.9	329.4
Gorasp2	1006.9	1127.1	806.2	1296.7	1035	734.7	990.2	1296.6	955.2	970.9
Igfbp2	50.8	53.5	45.3	66.1	55.2	43.5	45.6	72.5	46.8	46.6
Lmnb1	1869.4	2104.7	1437.9	2457	1716.9	1561.9	2003.6	2104.8	1546.9	1484
Hook3	780.3	872.8	659.5	1022.4	980.4	608.1	809.2	1053.6	745.7	828.9
Tom1l2	83.2	96.4	72.8	113.8	87.7	68.6	94.4	122.7	77.5	68.7
Bcas3	43.7	48.2	33	65	52.5	34.3	45.6	49.7	44.8	51.3
Aurkaip1	77.8	91.2	70.3	103.2	72.7	59.9	83.8	84.6	85.6	77.8
Jtb	78.2	65.6	63.8	95	69.4	51.9	65	86.1	68.4	66.1
Gtf2e2	96.6	102.6	92.7	123.3	97.1	76.4	82.9	124.7	89.3	95.8
Rab11b	1500.9	1695.4	1139.1	1935.5	1509.7	1135.4	1559.2	2068	1411.9	1289.6
Hexb	124	138.3	117.7	132.7	123.2	98.1	113.8	127	157.5	143.4
Itih4	105.4	132.7	99.9	145.9	135.5	97.5	126.2	133.4	111.2	105.9
Eloa	55.3	58.5	51.8	63.2	55.7	38.7	48.5	62.1	54.1	56.9
Naa10	160.8	178.4	142.1	173.8	186	129.1	187.5	149.1	151.7	172.5
	77.8	79.4	61.8	111	78.7	63.8	63.1	91.9	61.6	69.8
Ssr3	609.3	607.1	534.4	746.9	581	495.3	629.1	698.3	569.6	517.6
Nelfa	198.4	229.5	157.5	246.5	216.4	159.2	200	266.3	177.5	184.1
Golgb1	2536.1	2710.4	2029.8	3273.9	2721.8	1813.1	2359.8	3137.7	2371.8	2441.5
Wapl	320.9	373.5	268.1	399.8	314.4	226.1	333.6	364.8	287	304.9
Slc25a21	29.7	37.9	27.7	35.6	28.1	19.4	33.4	35.9	27.7	24.8
	886.6	1001.7	723.7	1408.8	978.3	704.7	1058	1370.8	849.8	822.4
Upb1	94.9	84.3	79.6	91.6	84.5	85.1	86.8	85.5	82.5	73.1
Epb41l5	160.6	164.3	136.1	196.9	195	127.2	193.4	173.4	143.2	158.5
Gaa	2076.9	2100	1593.5	2442.5	2173.6	1477.6	1855.1	2522.9	1863.4	1972.7
Slc22a1	400.7	457.5	383	482.6	446.3	331.5	421.6	463.8	414.6	384.1
Tapbp	188.9	159.4	156.1	199.8	155.4	212	172.7	143.7	152.5	138.9
Adh4	393.9	376.6	389.1	386.8	367.4	287.6	481.1	399.1	328.2	431.3
Gar1	651.5	701.3	579.7	833	669	486.6	591.1	776.1	618.6	601.7
Tmed5	929.7	930.7	736.1	1139.8	857.5	646.3	826.4	1164.3	871.7	764.4
Rars2	84.9	99.5	84.3	107.4	94	78.3	90.7	92.7	85.2	90
Cetn2	46.7	56	30.9	70.5	49.6	36.5	34.5	56.6	45.8	49.6
Abca1	117.8	135.6	96.9	143.3	133.6	93.3	122.5	129.9	123.3	114.9
Commd6	176.9	193.9	141.4	209.3	170	135.2	155.6	259.2	158.2	164.7
Fxr1	273	278.4	241.3	393.6	338.1	219.5	292.7	306.6	233.1	289.9
Rps27a	7387.3	7959	6071.4	9682.5	8548.7	5854.7	7204	10458.4	6572.5	7833.1
Rbm33	140.7	153.2	122.8	199.3	165.9	97.3	123.1	173.4	131.9	157.9
SERPINF2	2612.7	2736.7	1877.6	4027	2524	1374.9	2605.7	3873.7	1941.2	2277.3
KRT85	46.5	49.1	36.1	57.8	45.4	36.7	44.3	97.9	42.1	36.4
Rbm14	260.7	280.5	216.7	335	272.7	193.5	252.3	296.5	244.1	259.2
Ptges2	1046.6	1143.8	828.6	1228.9	945.7	794.5	1008.7	1402.2	954.2	835.9
Eef1d	117.5	140	114.2	157.2	131	87.8	133.5	145.3	120.4	109.5
Ccdc12	196.3	191.3	142	253.3	173.8	138.7	174.7	260	157.8	165
Tnrc6b	54.3	65.7	56.6	89.1	64.7	47.2	59.4	74.8	70.7	57.5
Ube2l3	1784.8	2192	1704.3	2376.3	2005.2	1351.7	1870.5	2798.3	1832.3	1977.8
Spryd4	381.7	527.9	200.8	241.6	207.2	201	234.3	240.5	215.9	211.3
Golga2	1127.7	1254.8	972.6	1421.4	1255	809	1081.6	1576.5	1075.7	1181.9
Ist1	89.9	100.5	78.6	108.1	94.7	64.8	96.9	140.7	84.5	65
Mgmt	148.6	174	130.8	180.9	152.4	110.9	139.5	210	140.7	161.4
Atg3	837.7	1136.8	712.2	1162.9	960	709.2	910.4	1332.7	899.2	853
Arhgap42	318.5	279	179.1	373.2	232.8	187.9	265.9	320.3	206.2	236.5
Chmp2b	188.3	204.4	178.4	243.9	213.5	157.8	206.3	222	194.1	212.1
Pllp	39.8	44.6	36.3	57.9	45.7	32.3	38.7	55.4	42.9	37.5
Nufip2	90.2	95.7	70.9	102.2	97.4	69.5	77	102	77.4	90.3
Nsd3	14.3	14.6	10.4	18.3	13.4	5.8	14.5	15.1	9.4	12.9
Gripap1	391.9	463.3	354.4	559.6	475.7	292.4	380.8	541.9	397.4	406.6
Rps17	1167.5	1298.4	1054.4	1481.8	1242.2	879.7	1087.9	1477.6	1133.2	1105.1
Smim15	260.4	268.2	239.9	306.4	241.5	216.2	184	311.7	218.2	224.8
Abraxas2	47.4	46.1	36.7	65.9	47.7	33.2	49.2	58.1	41.6	48.9
Khdrbs1	242.8	217.8	163.4	270.8	225.5	166	233.3	247.6	221.7	198.8
Mrpl1	193.8	192.3	134.2	225.4	166	139.8	183.8	226.5	161.1	149.6
Cwc27	136.1	146.5	122.8	169.4	148.4	101.8	126	156.3	134.6	137.9
Plin5	34.9	43.7	37.7	53.2	46.6	26	35.4	54.7	40.6	39.2
Chmp1b1	647.5	732.6	598.7	756	708.3	523.4	699.3	897.1	625.1	646.8
Surf6	85.1	93.6	80.5	116.4	99.8	71.1	87.3	114.8	86.7	83.7
Gnai2	111.1	106.6	82.6	140.2	113.9	95.4	108.2	125.7	111.3	99.2
Bet1l	100.6	100.8	84.8	120.5	113.5	67.5	102.5	123.8	83.9	106.2
Dnajc8	149.9	143.9	113	173.9	139.7	111.2	144.1	190.8	123.5	123.7
Nono	221	273	213.7	278	240.6	189	265.6	250.8	247.2	213.5
Eloc	133.1	151.2	118.7	154.3	144	108.3	132.8	148.7	133.9	126.5
Sdf2	157.2	151.7	128.7	224.7	184	125	132.7	188	171.3	134.1
Slx9	26	33.5	22.8	35.9	32.3	21.3	28.4	41.6	29.6	26.4
Bola3	212.7	218.9	180.2	290.4	211.5	139.6	180.7	254	196.4	189.2
Exosc6	109.4	111.9	84.5	158.4	131.8	64.4	108	186.6	115.6	98.6
Saa4	315.5	368.2	310.7	391.6	312.5	239.9	333.6	400.7	277.5	338.5
Slc4a1ap	46.9	53.1	46.9	60.2	55.2	29.8	52.6	58.1	36.2	44.3
Psmd4	277.6	339	257.9	493.1	394.6	246.8	317.9	437.1	260.8	362.9
Dazap1	414.2	476.2	344.8	546.8	417.2	323.9	449.5	527.9	375.6	373.6
	150.4	154.5	166.5	249.8	171.6	127.6	177.2	218.2	150.4	169.4
Dctn1	431.3	474.9	362.2	540.7	430.7	327.5	491.8	488.9	427.8	387.8
Prkar1a	351.6	399.7	283.8	455.8	400.5	298.1	344.1	407.7	343.8	351
Diablo	452.3	495.8	339.4	493.1	421.7	320.4	442.2	537.7	374.4	376.1
SERPINA1	12768.4	13336.4	9068.4	21442.7	12081	6271.7	13128	18296.4	9195.7	11009.8
Csde1	1604.9	1653.1	1331.9	1989.5	1653.3	1245.5	1677.8	1763	1526.9	1514.6
Plch1	527.6	565.9	377.1	548.7	479.5	377.4	586.1	637.7	441.1	403.2
Eif3a	3596.7	4298	3307.9	4726	4201.5	3069.6	4015.8	3671.3	3861.7	4116.8
Ttyh2	126.9	131.9	107.9	159.7	136.3	101.1	112.2	145.1	111.2	131.1
Ctif	423.6	526.6	410	558.3	538.3	338.3	445.3	613.6	442.7	488
Dffa	23.2	28.4	20.1	38.2	23.8	16.4	24	26.7	23	28.8
Snf8	169.7	211.7	146.8	229.1	189	148.8	180.8	301.6	191.4	149.8
Stard13	122.8	143.4	121.1	167.6	140.1	117.3	145.3	124.5	126.9	123.4
Mbnl1	389.1	467	402.4	591.2	478	341.3	432.2	524.1	444.6	423.9
Rchy1	61.5	73.4	59	77.8	67.4	54.6	56.9	75.6	56.5	66.6
Ears2	81.7	89.3	73.6	105.3	83.2	65.6	95.4	87.7	74	75.3
Tnpo1	436	481.5	327.2	536.3	428.9	352	454.6	583.5	410.4	392.5
Tom1	355.8	417.1	284.2	444.4	392.4	265	338.9	468.9	341.2	377.1
Ranbp10	247.6	266.3	205.4	326.4	296.7	197.4	220.1	318.9	228.4	293.3
Magi3	79.7	82.8	71.6	96.8	83.4	57.7	86	90.6	59.3	91.8
Tomm70	3398.8	3700.9	2856.4	4015.6	2916.9	2581.2	3660.6	4615.9	3087.6	2632.1
Azgp1	812.6	849.6	641.5	997.8	731.5	611.7	813.8	922	774.7	659.2
Tsr2	145.2	150.5	117.4	178.3	164.4	102.1	131.6	179.4	136.8	147.6
Picalm	753.3	870.7	733.2	1002.9	829.7	652.3	845.8	953.8	751.3	804.1
Cmas	591.2	662.3	610.9	832.2	671.4	529.4	627.7	703.8	667.2	631.1
Lsm8	47.3	62.7	48.6	75.4	55.6	39.2	45	74.2	52.5	56.5
Lgals3bp	455.6	400	299.5	509.7	353.9	302.2	332.5	415.8	335.4	346.6
	4699.6	5548.7	3908	7009.3	4509.1	3159.1	5920.6	7902.3	4430.1	4188
Steap3	253.9	236.2	201.9	315.1	239.6	189	226.9	263.4	261.6	243.5
Ubl4a	497.8	527.4	400.4	669.5	489.1	320.3	517.3	724.7	409	437.4
Ppm1b	23.3	29.9	25.1	40.2	34.2	21.2	23.6	39.8	32.7	26.1
Tagln2	1050.5	870.8	588.2	1209.6	818	645.5	677.3	1057.4	659	777
Atp2b1	373.4	344.9	276.7	419.6	378	256.3	358.8	416.8	275.2	322.8
Cenpv	942	994.3	734.2	1040.8	820.7	760.4	1034.4	927.8	800.6	754.6
Scarb1	1178.7	1296.3	992.2	1332.9	1152.2	901.8	1194	1519.4	1009.7	1042.9
Rbpms2	147.4	193	141.6	197.4	155.4	138.7	165.1	189.8	151.9	139.7
Ptcd3	276.2	288.7	252.9	326.2	301.4	223.7	270.5	272.9	260.5	278.1
Cd81	467.3	522.4	360.3	586.2	457.7	381.6	439.6	552.3	395.4	422.9
Ctnnd1	53.7	53.7	39.9	66.5	50.1	44.6	48.5	55.3	49.7	44.8
Cap1	717.2	742.1	615.2	857.1	763.5	591.7	721.7	754.3	666.2	691.6
Dnajc19	838.2	890.5	674.6	1047.1	747.6	584	854.6	1166.9	774.2	726.9
Defa20	58.4	57.9	44.5	84.3	60.3	42.7	57.9	72.9	55.1	73.9
Rilp	219.2	259.8	199.1	316.2	251.5	176.4	211.2	324.1	255.2	215.3
Srp19	234.6	240.2	194.8	284	239.6	183.5	243	280.7	230.9	208.1
Tns1	167	171.9	136.3	191.1	175.8	125.7	155.3	195.8	177.6	142.4
Tjp3	14.1	12.7	10.4	13	11	8	13.5	14.6	10.3	10.6
Immt	34.2	31.4	29	39.5	38.2	21	38	30.9	34.7	30.1
Pakap	44	48.6	28.7	70	39.9	33.1	35.2	57.2	41.5	42
Tars3	116.8	154.1	130.3	152	157	112.7	136.9	141.8	133.4	142.7
Trim14	163.6	142.4	131.8	161	150	122.5	155.6	145.1	138.4	141.4
CFI	310	311.6	230.7	488	294.7	145.8	305.8	427	212.7	270.6
Lpp	374.8	479.3	360.8	605.1	423.1	334.3	377.6	483.5	387.3	431.3
U2af1	457.7	575.3	392.7	582.3	520.2	331.8	498.5	715	461.9	426.2
Ctsz	1189.6	1336.5	769.2	1230.1	847.2	802.4	968.6	1193.5	1033.6	791.9
Tmem258	184.2	209.4	163.4	236.6	184.1	150	194.6	278.1	186.4	150.5
Acacb	272.6	261.5	231.9	411.1	353.8	218	259.1	305.7	293.2	259.6
Dlg1	289.7	320.2	256.2	369.8	331.2	235.3	293	357.1	277.5	292.3
Cyp51a1	84.3	84.3	53.2	108.4	91.5	69.7	88.6	85.1	91.5	72.5
Mrpl42	25	27.6	18.9	37.6	26	21.2	20.2	28.8	24.7	19.7
Arfgap1	654.9	683.4	460.9	825.3	626.7	505.8	657.3	849.6	570.4	535.8
	2222.1	2117.7	1507.3	3026.6	2828.2	1748.5	2335.8	3893.1	1523.5	2198.7
Pigbos1	323.7	310	241.6	410.2	272.5	169.8	298.3	371.4	274.6	254.9
Klhdc7a	44.4	49.8	41.5	63.3	47.4	37.7	38.7	63.3	44.3	41.6
Tfe3	87.2	88.4	60	123.1	107.6	69.8	87.5	144	86.4	78.9
Hopx	113.3	163.8	118.7	157	162.3	109	117	159.2	128.9	140.8
Eif2s2	2289.5	2543.7	1799.8	2862.4	2427.8	1714.7	2289.5	3126.8	2206.8	2112.7
Esrp2	90.8	105.4	87.2	100.4	103.2	86.4	110.3	103.9	91.2	78.9
Gm20431	239.4	224.3	147.3	231.8	203.5	141.7	202.4	250.8	190.7	182.6
Csnk2b	402.7	526.7	350.4	562.9	510.8	337.2	483	700.5	462.5	408.4
Isy1	59.2	71.3	46.3	88.6	58.8	52	57.8	79.2	56	53.2
Zdhhc5	94.9	111.9	105.2	144.6	130.4	89.7	120.7	146.6	111.7	130.9
Cyp4a10	202.2	181.4	247.7	268.6	198.2	162	189.6	214	229.6	250.6
Ranbp2	858.7	940.8	725.6	1185	888.3	637.9	905.7	1050.4	798.7	825.5
Mme	448.5	413.2	339	547.6	439.5	325	457.2	501.3	372.4	416.1
Vnn1	297.6	295.2	244.3	337.5	277.7	222.9	289.7	301.9	289.7	248.8
Ttc1	701.5	803.6	640.7	875.9	829.3	562.7	681.2	864.6	696.1	818.2
Ociad2	870.4	1002.9	799.6	1137.5	798.5	730.7	868.8	1262.1	894	833.5
Gstm2	2419.1	3091.5	2819	4221	3407	2284.4	2473.2	3956.8	3063.8	3404.5
Rtn3	638.8	709.1	640	841.1	707.4	458	722.1	860.3	568.3	656.1
Efhd2	672.8	858.6	595.8	859.6	823.7	562.2	734.4	914.2	617.6	686.2
Ipo7	449.8	514.2	395	562.8	474.9	357.3	510.9	553.8	416.6	417.1
Trip11	539.3	687.6	511.3	728.4	688.4	476.5	610.5	625.6	579.7	601.8
Arsg	127	129.4	104.1	181	134.2	98.6	118.7	186.9	120.3	126.8
Mindy1	241.3	271.6	191.5	315.2	252.5	184.8	242.7	289.2	239.2	225.9
Tfap2c	319	326.1	243.5	363.8	324.6	207.7	314.2	379.6	237.6	283.8
Trim25	357.9	419.2	346.7	489.2	419.9	299.8	419.1	414	432.7	434.5
Ramac	196.9	230.8	189.4	272	250.5	155.4	198.5	249.3	205.9	205.5
Appl1	97.4	120.4	88.4	147.9	106.9	92.2	97.4	120.7	100.8	94
Psmd4	1526.4	1748.5	1217.8	1932.6	1694.1	1069.1	1510.3	2008.6	1493.4	1540.9
